year,region_code,province,registered_voters_loc,registered_voters_gen,registered_voters_ref,participation_rate,participation_rate15,participation_rate_loc,participation_ref,akp_gen,akp_15,chp_gen,chp_15,mhp_gen,mhp_15,hdp_gen,hdp_15,loc_mayors,mhp_loc,akp_loc,chp_loc,ref_yes,ref_no,crude_divorce_rate100,divorce_byd_1_10,divorce_byd_11_15,divorce_byd_16,divorce_byd_below1,divorce_byd_1,divorce_byd_2,crude_suicide_rate1000,suicides_male_total,suicides_female_total,suicides_male_below15,suicides_male_15,suicides_male_25,suicides_male_35,suicides_male_45,suicides_male_55,suicides_male_65,suicides_male_75,suicides_female_below15,suicides_female_15,suicides_female_25,suicides_female_35,suicides_female_45,suicides_female_55,suicides_female_65,suicides_female_75
2000,TR831,Samsun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
2001,TR831,Samsun,,,,,,,,,,,,,,,,,,,,,,1.19,298,197,285,73,135,123,2.26,15,12,1,4,2,2,4,0,2,0,1,6,2,2,0,1,0,0
2002,TR831,Samsun,,796896,,78.5,,,,7,,2,,,,,,,,,,,,1.29,371,232,306,78,133,128,2,17,7,0,4,4,5,0,1,3,0,0,4,0,0,1,0,2,0
2003,TR831,Samsun,,,,,,,,,,,,,,,,,,,,,,1.27,309,222,355,82,144,126,3.23,20,19,1,3,6,3,5,2,0,0,0,11,2,2,1,1,2,0
2004,TR831,Samsun,510116,,,,,72.8,,,,,,,,,,50,5,32,3,,,1.21,314,166,366,57,134,121,4.96,37,23,1,7,10,4,5,4,4,0,2,10,5,2,1,1,2,0
2005,TR831,Samsun,,,,,,,,,,,,,,,,,,,,,,1.18,293,190,350,86,126,96,3.78,26,20,0,6,2,4,3,5,2,1,3,5,6,1,1,0,2,2
2006,TR831,Samsun,,,,,,,,,,,,,,,,,,,,,,1.1,289,182,299,66,137,105,4.5,32,23,2,11,6,4,1,2,3,3,0,9,5,2,1,0,1,1
2007,TR831,Samsun,,779810,779816,83,,,68.7,6,,2,,1,,,,,,,,77.2,22.8,1.13,293,189,308,64,148,83,5.87,36,36,0,7,9,3,5,6,3,2,2,20,9,1,1,1,1,1
2008,TR831,Samsun,,,,,,,,,,,,,,,,,,,,,,1.11,295,205,304,72,123,101,3.74,31,15,1,3,6,7,6,5,1,2,1,3,4,5,0,1,0,0
2009,TR831,Samsun,577834,,,,,84.2,,,,,,,,,,40,7,26,5,,,1.23,324,228,379,75,132,128,3.87,34,14,1,0,7,8,9,5,1,2,0,6,3,0,2,2,1,0
2010,TR831,Samsun,,,874952,,,,82.6,,,,,,,,,,,,,67.2,32.8,1.43,376,288,439,77,149,131,3.68,36,10,0,5,8,10,5,3,4,1,0,1,2,2,1,2,1,1
2011,TR831,Samsun,,881023,,86.8,,,,6,,2,,1,,,,,,,,,,1.4,352,284,437,58,157,141,2.4,21,9,2,7,6,2,3,0,0,1,0,4,3,0,1,0,1,0
2012,TR831,Samsun,,,,,,,,,,,,,,,,,,,,,,1.5,400,315,484,70,149,99,2.72,25,9,0,2,7,5,6,3,1,1,0,4,1,1,1,1,1,0
2013,TR831,Samsun,,,,,,,,,,,,,,,,,,,,,,1.37,372,249,459,59,157,127,3.9,41,8,2,4,6,7,7,7,3,5,0,4,3,1,0,0,0,0
2014,TR831,Samsun,907487,,,,,89.1,,,,,,,,,,17,1,16,0,,,1.5,419,271,481,72,182,145,3.48,36,8,1,10,4,7,6,3,4,1,1,3,2,0,1,0,1,0
2015,TR831,Samsun,,917372,,84.2,86.6,,,5,6,2,2,2,1,0,0,,,,,,,1.46,412,243,493,69,173,143,4.08,37,15,1,6,5,5,5,10,2,3,0,4,1,4,2,0,0,4
2016,TR831,Samsun,,,,,,,,,,,,,,,,,,,,,,1.39,391,269,493,68,171,132,4.27,41,14,0,6,8,8,7,5,5,2,2,6,1,2,0,2,0,1
2017,TR831,Samsun,,,940313,,,,86.4,,,,,,,,,,,,,63.6,36.4,1.38,395,288,470,62,172,122,3.91,38,13,1,8,8,7,5,7,1,1,1,8,2,0,1,0,1,0
2018,TR831,Samsun,,959127,,88.5,,,,5,,2,,1,,0,,,,,,,,1.62,439,323,659,73,182,133,4,43,10,1,9,9,10,3,6,4,1,1,3,1,1,2,1,1,0
2019,TR831,Samsun,970988,,,,,86.2,,,,,,,,,,17,2,13,1,,,1.69,516,371,670,49,183,138,5.59,57,18,1,18,10,8,9,6,2,3,1,4,5,2,4,1,1,0
2000,TR832,Tokat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,0,2,3,2,2,0,0,0,2,3,0,0,0,0,1,1
2001,TR832,Tokat,,,,,,,,,,,,,,,,,,,,,,0.91,129,81,115,33,69,39,2.34,8,7,0,3,0,1,1,2,1,0,0,6,0,0,0,0,0,1
2002,TR832,Tokat,,425030,,75.2,,,,5,,2,,,,,,,,,,,,0.99,134,79,133,38,60,54,2.51,11,5,0,5,0,2,3,1,0,0,0,2,0,0,1,0,1,1
2003,TR832,Tokat,,,,,,,,,,,,,,,,,,,,,,1.03,141,89,139,30,69,56,3.78,15,9,3,3,3,0,0,4,1,1,0,3,2,0,1,1,1,1
2004,TR832,Tokat,329232,,,,,74.5,,,,,,,,,,77,13,32,12,,,0.94,116,72,127,34,67,56,3.95,17,8,0,6,1,2,3,1,2,2,1,4,1,0,1,0,0,0
2005,TR832,Tokat,,,,,,,,,,,,,,,,,,,,,,0.86,106,77,112,31,61,46,2.54,10,6,0,4,1,0,4,0,0,0,0,4,1,0,0,0,0,0
2006,TR832,Tokat,,,,,,,,,,,,,,,,,,,,,,0.83,118,66,98,25,60,50,3.03,13,6,0,4,3,3,3,0,0,0,1,2,1,1,0,1,0,0
2007,TR832,Tokat,,390993,392263,85,,,73.3,5,,1,,1,,,,,,,,73.7,26.3,0.87,115,69,109,22,69,45,4.34,14,13,1,4,0,2,1,0,0,1,1,4,2,1,0,0,0,0
2008,TR832,Tokat,,,,,,,,,,,,,,,,,,,,,,0.91,108,61,135,23,70,36,4.85,20,10,1,5,4,0,2,1,5,1,2,4,0,2,0,0,1,1
2009,TR832,Tokat,319678,,,,,85.8,,,,,,,,,,76,21,32,12,,,1.08,133,87,152,46,62,58,4.03,18,7,0,1,4,4,5,2,1,1,0,3,2,0,0,1,0,1
2010,TR832,Tokat,,,423544,,,,84.9,,,,,,,,,,,,,64.6,35.4,1.04,134,96,128,23,81,45,3.22,13,7,1,3,2,2,3,1,1,0,1,1,2,0,1,0,1,1
2011,TR832,Tokat,,417086,,88,,,,3,,1,,1,,,,,,,,,,1.07,123,96,138,27,79,74,4.24,15,11,0,5,2,1,2,2,1,2,1,6,2,0,1,0,0,1
2012,TR832,Tokat,,,,,,,,,,,,,,,,,,,,,,1.03,111,104,141,23,59,43,4.75,24,5,0,9,2,5,3,2,1,1,2,1,1,1,0,0,0,0
2013,TR832,Tokat,,,,,,,,,,,,,,,,,,,,,,1.01,141,91,100,21,73,61,2.31,11,3,0,1,1,1,1,2,3,2,0,2,0,0,0,0,0,1
2014,TR832,Tokat,296894,,,,,89.6,,,,,,,,,,37,6,23,2,,,1.02,139,85,135,15,72,48,4.18,19,6,0,6,6,2,1,0,1,2,0,1,1,0,1,0,1,2
2015,TR832,Tokat,,415657,,85.8,87.8,,,3,4,1,1,1,0,0,0,,,,,,,1.07,166,84,136,30,50,53,3.36,14,6,0,4,2,1,1,3,2,1,0,1,2,1,1,0,0,1
2016,TR832,Tokat,,,,,,,,,,,,,,,,,,,,,,1.08,142,81,150,25,82,52,3.51,18,3,1,1,5,7,1,1,0,2,1,0,0,1,1,0,0,0
2017,TR832,Tokat,,,416852,,,,87.6,,,,,,,,,,,,,63.2,36.8,1.21,169,97,165,22,85,59,4.98,19,11,0,4,5,4,3,1,1,1,0,6,1,2,0,0,0,2
2018,TR832,Tokat,,423449,,90.3,,,,3,,1,,1,,0,,,,,,,,1.26,160,104,190,24,92,59,5.43,22,11,2,5,2,4,3,1,4,1,1,4,3,0,0,0,1,2
2019,TR832,Tokat,321935,,,,,86.8,,,,,,,,,,37,11,19,7,,,1.36,187,132,211,21,110,48,5.39,28,5,0,8,3,8,3,3,1,2,1,1,2,0,0,0,1,0
2000,TR833,Çorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,0,3,2,2,2,1,0,0,0,5,2,0,0,0,1,0
2001,TR833,Çorum,,,,,,,,,,,,,,,,,,,,,,1.46,163,141,166,40,89,69,2.12,7,5,0,0,1,2,2,1,1,0,0,3,0,0,0,1,0,1
2002,TR833,Çorum,,385225,,83.8,,,,4,,1,,,,,,,,,,,,1.5,174,131,199,42,70,85,2.48,11,3,0,6,4,0,0,1,0,0,1,2,0,0,0,0,0,0
2003,TR833,Çorum,,,,,,,,,,,,,,,,,,,,,,1.42,165,107,172,37,80,66,7.29,21,20,0,11,6,2,1,0,1,0,1,10,2,3,4,0,0,0
2004,TR833,Çorum,242412,,,,,80.3,,,,,,,,,,38,5,21,5,,,1.42,179,96,165,31,77,69,2.86,8,8,0,1,2,2,0,0,0,2,0,5,0,2,0,0,1,0
2005,TR833,Çorum,,,,,,,,,,,,,,,,,,,,,,1.31,162,105,156,28,70,64,3.41,13,6,0,6,2,0,2,1,2,0,0,3,2,0,1,0,0,0
2006,TR833,Çorum,,,,,,,,,,,,,,,,,,,,,,1.13,128,86,115,34,60,58,3.79,10,11,0,2,2,1,2,1,1,0,0,2,2,1,3,1,1,0
2007,TR833,Çorum,,383210,383091,87.3,,,73.8,4,,1,,0,,,,,,,,74.5,25.5,1.18,147,92,112,34,79,52,3.26,12,6,0,3,2,1,4,1,0,1,0,1,2,0,0,3,0,0
2008,TR833,Çorum,,,,,,,,,,,,,,,,,,,,,,1.29,158,112,136,35,72,55,3.1,16,1,0,0,4,3,3,4,2,0,0,0,0,0,1,0,0,0
2009,TR833,Çorum,260911,,,,,87.4,,,,,,,,,,38,8,23,2,,,1.47,157,122,181,34,77,65,4.97,20,7,0,4,4,1,2,3,3,3,0,0,1,1,1,2,2,0
2010,TR833,Çorum,,,384676,,,,88.1,,,,,,,,,,,,,67.8,32.2,1.55,172,119,181,49,56,84,4.09,16,6,0,2,3,2,3,3,2,1,0,2,2,0,0,1,0,1
2011,TR833,Çorum,,385828,,90,,,,3,,1,,0,,,,,,,,,,1.44,149,116,168,30,64,74,4.49,16,8,0,2,3,1,6,0,2,2,0,3,1,0,0,0,0,4
2012,TR833,Çorum,,,,,,,,,,,,,,,,,,,,,,1.22,143,83,151,29,59,59,6.39,21,13,0,5,5,3,3,0,2,2,0,3,2,2,2,1,2,1
2013,TR833,Çorum,,,,,,,,,,,,,,,,,,,,,,1.61,167,113,173,48,100,79,5.27,22,6,1,2,6,1,5,4,3,0,0,2,1,1,2,0,0,0
2014,TR833,Çorum,264201,,,,,89.3,,,,,,,,,,16,3,9,3,,,1.41,161,86,189,43,63,65,3.59,16,3,0,6,3,0,4,1,1,1,0,2,0,0,0,1,0,0
2015,TR833,Çorum,,386225,,87.7,89,,,3,3,1,1,0,0,0,0,,,,,,,1.66,203,120,222,44,87,58,4.18,18,4,0,3,4,2,1,3,1,4,0,2,0,1,0,1,0,0
2016,TR833,Çorum,,,,,,,,,,,,,,,,,,,,,,1.28,157,81,132,34,82,53,4.56,21,3,0,3,1,6,4,4,1,2,0,0,0,1,1,0,1,0
2017,TR833,Çorum,,,386248,,,,89.6,,,,,,,,,,,,,64.5,35.5,1.36,144,94,190,31,79,52,4.73,21,4,1,4,2,2,6,3,0,3,0,1,1,1,1,0,0,0
2018,TR833,Çorum,,390689,,91.1,,,,3,,1,,0,,0,,,,,,,,1.39,143,112,198,29,63,64,4.32,18,5,1,5,6,1,1,0,3,1,1,0,2,1,0,0,1,0
2019,TR833,Çorum,279258,,,,,85.6,,,,,,,,,,16,3,11,1,,,1.68,177,161,244,32,86,56,5.25,24,4,0,7,9,3,4,1,0,0,0,1,1,0,1,1,0,0
2000,TR834,Amasya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2001,TR834,Amasya,,,,,,,,,,,,,,,,,,,,,,0.96,61,41,58,16,42,25,12.88,16,27,2,4,5,1,1,1,1,1,2,16,6,2,0,0,1,0
2002,TR834,Amasya,,246259,,78.5,,,,2,,1,,,,,,,,,,,,0.96,59,44,61,22,26,35,6.6,13,9,0,4,5,0,2,1,1,0,0,6,1,0,0,1,1,0
2003,TR834,Amasya,,,,,,,,,,,,,,,,,,,,,,1.05,75,42,59,27,36,41,3.31,9,2,0,4,1,2,0,1,1,0,0,2,0,0,0,0,0,0
2004,TR834,Amasya,174767,,,,,73.5,,,,,,,,,,29,3,17,3,,,1.13,91,48,75,19,32,33,4.22,10,4,0,2,1,2,0,1,0,1,0,0,0,0,1,1,1,0
2005,TR834,Amasya,,,,,,,,,,,,,,,,,,,,,,1.14,81,52,84,25,44,29,4.23,12,2,0,2,4,1,1,1,2,0,0,0,1,0,1,0,0,0
2006,TR834,Amasya,,,,,,,,,,,,,,,,,,,,,,0.94,78,31,65,14,31,28,2.72,5,4,1,0,0,3,0,1,0,0,0,2,0,1,1,0,0,0
2007,TR834,Amasya,,233648,232689,84.7,,,74.1,2,,1,,0,,,,,,,,68.4,31.6,1.04,74,42,73,22,47,25,2.13,4,3,0,0,1,0,3,0,0,0,0,1,0,1,1,0,0,0
2008,TR834,Amasya,,,,,,,,,,,,,,,,,,,,,,1.11,71,45,85,31,35,33,5.52,17,1,0,6,3,2,1,2,2,0,0,1,0,0,0,0,0,0
2009,TR834,Amasya,161870,,,,,87.7,,,,,,,,,,27,5,14,5,,,1.16,73,66,84,17,46,31,2.47,8,0,1,1,3,0,0,2,0,1,0,0,0,0,0,0,0,0
2010,TR834,Amasya,,,233005,,,,88.4,,,,,,,,,,,,,58.7,41.3,1.15,75,58,79,19,45,25,4.55,9,6,1,1,0,3,1,1,2,0,1,2,1,1,0,1,0,0
2011,TR834,Amasya,,234347,,91.7,,,,2,,1,,0,,,,,,,,,,1.17,81,56,78,15,43,39,3.34,7,4,0,2,0,2,2,0,0,1,1,1,0,1,0,1,0,0
2012,TR834,Amasya,,,,,,,,,,,,,,,,,,,,,,1.22,84,44,93,12,40,35,2.79,9,0,1,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0
2013,TR834,Amasya,,,,,,,,,,,,,,,,,,,,,,1.43,97,73,116,16,46,36,3.73,9,3,0,2,1,0,1,1,0,4,0,2,0,0,0,0,1,0
2014,TR834,Amasya,157711,,,,,91.2,,,,,,,,,,8,0,5,2,,,1.39,101,68,110,15,38,31,4.04,12,1,0,1,0,1,4,1,1,3,0,1,0,0,0,0,0,0
2015,TR834,Amasya,,238506,,89.7,90.3,,,2,2,1,1,0,0,0,0,,,,,,,1.35,83,70,123,22,37,28,3.73,10,2,0,1,2,4,0,1,0,2,0,0,1,1,0,0,0,0
2016,TR834,Amasya,,,,,,,,,,,,,,,,,,,,,,1.26,87,62,89,19,46,34,2.16,6,1,0,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0
2017,TR834,Amasya,,,242414,,,,90.6,,,,,,,,,,,,,56.3,43.7,1.15,92,51,92,21,43,25,2.74,9,0,0,1,0,3,2,2,0,1,0,0,0,0,0,0,0,0
2018,TR834,Amasya,,246486,,91.5,,,,2,,1,,0,,0,,,,,,,,1.43,81,77,127,20,50,29,3,8,2,0,2,1,1,1,2,1,0,0,1,0,1,0,0,0,0
2019,TR834,Amasya,170743,,,,,87.9,,,,,,,,,,8,3,3,2,,,1.33,86,77,107,22,43,33,3.85,13,0,0,1,1,2,3,1,3,2,0,0,0,0,0,0,0,0
2000,TR901,Trabzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0
2001,TR901,Trabzon,,,,,,,,,,,,,,,,,,,,,,0.88,108,75,128,40,71,69,1.52,5,6,1,0,2,2,0,0,0,0,1,3,0,1,0,0,0,1
2002,TR901,Trabzon,,519748,,74.1,,,,6,,2,,,,,,,,,,,,1.05,133,98,142,94,98,62,2.07,5,10,0,1,2,0,0,1,0,1,0,3,3,2,2,0,0,0
2003,TR901,Trabzon,,,,,,,,,,,,,,,,,,,,,,0.94,127,79,139,76,88,54,3.43,12,13,0,5,0,1,2,2,1,1,0,11,1,0,1,0,0,0
2004,TR901,Trabzon,398778,,,,,67.1,,,,,,,,,,77,2,44,9,,,0.88,119,83,141,23,98,56,3.56,15,11,1,1,3,4,0,4,0,1,0,4,3,0,1,1,1,1
2005,TR901,Trabzon,,,,,,,,,,,,,,,,,,,,,,0.77,111,73,144,26,52,62,2.59,11,8,0,2,1,3,3,0,1,1,0,2,2,0,0,0,0,1
2006,TR901,Trabzon,,,,,,,,,,,,,,,,,,,,,,0.67,103,56,104,20,41,45,2.72,10,10,0,1,2,2,2,0,1,0,0,1,2,3,1,2,0,0
2007,TR901,Trabzon,,494002,494688,83.3,,,66.1,6,,1,,1,,,,,,,,77.9,22.1,0.72,136,72,115,28,48,34,3.25,15,9,0,5,1,2,4,1,0,1,0,2,2,1,3,0,0,1
2008,TR901,Trabzon,,,,,,,,,,,,,,,,,,,,,,0.74,117,74,118,22,56,41,2.28,12,5,0,1,2,3,3,2,1,0,0,1,1,0,2,0,0,1
2009,TR901,Trabzon,394742,,,,,84,,,,,,,,,,75,7,44,5,,,0.9,137,98,164,26,63,45,2.51,12,7,0,4,3,1,3,0,1,0,0,1,1,0,1,3,1,0
2010,TR901,Trabzon,,,543650,,,,78.9,,,,,,,,,,,,,68.6,31.4,0.78,105,89,163,24,40,61,3.27,13,12,0,3,2,3,2,1,2,0,0,6,2,1,3,0,0,0
2011,TR901,Trabzon,,543854,,84.9,,,,4,,1,,1,,,,,,,,,,0.82,140,114,136,28,49,56,3.55,19,8,0,1,6,6,3,0,2,1,0,2,3,1,0,0,0,2
2012,TR901,Trabzon,,,,,,,,,,,,,,,,,,,,,,0.84,133,94,166,25,74,46,2.77,15,6,2,4,6,0,1,0,2,0,0,1,3,2,0,0,0,0
2013,TR901,Trabzon,,,,,,,,,,,,,,,,,,,,,,0.81,136,103,160,20,52,42,4.49,20,14,0,7,1,4,3,2,2,1,1,5,3,2,0,1,1,1
2014,TR901,Trabzon,552194,,,,,86.5,,,,,,,,,,18,1,16,1,,,0.89,155,98,190,18,55,54,4.98,23,15,1,9,1,3,6,1,1,0,0,9,3,1,1,0,1,0
2015,TR901,Trabzon,,559096,,83.5,85.2,,,4,5,1,1,1,0,0,0,,,,,,,0.88,151,110,171,20,69,30,3.65,20,8,1,2,6,3,4,2,2,0,1,2,3,1,1,0,0,0
2016,TR901,Trabzon,,,,,,,,,,,,,,,,,,,,,,0.81,142,87,174,24,61,33,4.01,22,9,1,4,2,8,4,2,0,1,0,4,1,1,2,0,0,1
2017,TR901,Trabzon,,,567815,,,,85.3,,,,,,,,,,,,,66.5,33.5,0.89,140,122,206,19,61,53,4.73,30,7,0,9,4,5,2,4,5,1,0,3,2,1,1,0,0,0
2018,TR901,Trabzon,,583183,,87.3,,,,4,,1,,0,,0,,,,,,,,0.96,159,136,225,14,67,47,3.14,20,5,0,5,5,5,2,1,2,0,1,2,0,0,1,1,0,0
2019,TR901,Trabzon,594589,,,,,83.6,,,,,,,,,,18,2,13,1,,,1.03,164,122,269,22,62,54,1.61,8,5,0,1,1,3,1,1,1,0,1,0,1,0,0,1,2,0
2000,TR902,Ordu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,0,2,1,2,1,1,2,0,0,5,0,0,0,0,2,0
2001,TR902,Ordu,,,,,,,,,,,,,,,,,,,,,,0.94,144,90,146,43,63,58,1.84,10,3,0,3,4,0,2,0,1,0,0,1,1,0,0,0,1,0
2002,TR902,Ordu,,478547,,74.1,,,,5,,2,,,,,,,,,,,,1.1,129,113,189,41,93,56,0.99,4,3,0,0,1,1,2,0,0,0,1,2,0,0,0,0,0,0
2003,TR902,Ordu,,,,,,,,,,,,,,,,,,,,,,1.07,148,100,205,35,75,61,1.27,7,2,0,1,3,0,0,1,1,1,0,0,2,0,0,0,0,0
2004,TR902,Ordu,335240,,,,,73.1,,,,,,,,,,72,5,43,8,,,1.07,156,99,186,34,74,50,7.88,18,38,0,3,1,3,6,2,1,2,2,20,8,0,2,0,0,6
2005,TR902,Ordu,,,,,,,,,,,,,,,,,,,,,,1,155,87,186,32,64,54,10.81,23,54,0,8,3,4,3,2,1,0,0,24,11,1,4,3,1,0
2006,TR902,Ordu,,,,,,,,,,,,,,,,,,,,,,0.94,145,97,124,42,64,60,8.69,25,37,2,3,4,7,2,2,1,1,0,16,6,5,5,1,0,1
2007,TR902,Ordu,,459967,460338,82.7,,,65.2,5,,1,,1,,,,,,,,75.8,24.2,0.92,140,88,145,23,68,41,4.06,21,8,0,3,4,2,5,3,2,1,0,0,2,1,2,2,1,0
2008,TR902,Ordu,,,,,,,,,,,,,,,,,,,,,,0.91,131,67,155,28,79,75,4.18,18,12,0,6,0,1,5,2,3,1,0,3,2,2,2,1,0,1
2009,TR902,Ordu,357267,,,,,84.2,,,,,,,,,,72,7,42,13,,,1.02,139,116,173,36,70,63,4.57,27,6,0,4,6,7,2,5,2,1,1,2,2,0,1,0,0,0
2010,TR902,Ordu,,,508677,,,,78.7,,,,,,,,,,,,,63.5,36.5,0.97,153,109,147,32,75,50,2.77,10,10,0,0,2,2,1,2,1,2,1,1,2,1,0,2,1,2
2011,TR902,Ordu,,508530,,83.7,,,,5,,1,,0,,,,,,,,,,1.09,163,119,174,40,65,56,3.35,15,9,1,1,1,2,3,3,2,2,0,4,3,1,0,0,1,0
2012,TR902,Ordu,,,,,,,,,,,,,,,,,,,,,,1.18,190,127,205,35,73,53,3.02,16,6,1,4,1,4,0,0,3,2,1,2,1,2,0,0,0,0
2013,TR902,Ordu,,,,,,,,,,,,,,,,,,,,,,1.15,162,113,227,44,78,68,3.53,17,9,1,2,0,3,5,2,3,1,0,2,2,0,4,0,0,1
2014,TR902,Ordu,535833,,,,,86.8,,,,,,,,,,19,0,19,0,,,1.12,164,120,205,38,83,63,4.26,25,6,1,4,1,1,5,6,4,3,1,2,1,0,0,1,1,0
2015,TR902,Ordu,,530789,,80.7,83.4,,,3,4,2,1,0,0,0,0,,,,,,,1.22,223,142,187,37,69,75,3.3,15,9,0,2,5,4,1,1,0,2,0,1,0,1,1,3,1,2
2016,TR902,Ordu,,,,,,,,,,,,,,,,,,,,,,1.12,198,122,203,45,73,75,2.84,18,3,0,3,2,5,3,3,1,1,0,0,0,0,0,0,1,2
2017,TR902,Ordu,,,548725,,,,82.8,,,,,,,,,,,,,61.9,38.1,1.12,193,116,200,19,98,64,2.68,12,8,0,1,4,1,4,1,1,0,0,3,1,1,0,0,1,2
2018,TR902,Ordu,,557984,,86.8,,,,3,,2,,1,,0,,,,,,,,1.28,211,158,229,37,84,75,4.23,25,7,0,1,3,5,6,7,1,2,0,2,1,1,0,2,0,1
2019,TR902,Ordu,581352,,,,,85.5,,,,,,,,,,19,2,16,1,,,1.36,219,180,285,25,80,70,4.06,22,9,0,2,6,3,5,3,3,0,0,0,1,2,1,1,2,2
2000,TR903,Giresun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2001,TR903,Giresun,,,,,,,,,,,,,,,,,,,,,,1.28,101,59,107,53,58,43,2.91,8,4,0,2,2,2,2,0,0,0,0,1,0,0,1,0,2,0
2002,TR903,Giresun,,291036,,77.5,,,,4,,1,,,,,,,,,,,,1.21,116,63,102,35,51,47,2.66,7,4,0,0,2,2,1,0,1,1,0,1,2,0,1,0,0,0
2003,TR903,Giresun,,,,,,,,,,,,,,,,,,,,,,1.41,111,80,127,43,56,50,5.56,12,11,1,6,0,3,1,0,0,1,0,4,3,1,1,0,0,2
2004,TR903,Giresun,180590,,,,,72.4,,,,,,,,,,33,5,20,3,,,1.36,101,74,162,39,42,53,5.07,16,5,1,5,1,3,2,3,0,0,0,1,0,2,1,0,0,0
2005,TR903,Giresun,,,,,,,,,,,,,,,,,,,,,,0.96,85,43,99,25,35,40,3.85,10,6,0,1,2,3,2,0,1,0,0,3,2,1,0,0,0,0
2006,TR903,Giresun,,,,,,,,,,,,,,,,,,,,,,1.04,105,44,87,33,38,31,3.6,9,6,0,0,2,2,3,1,0,1,0,1,3,2,0,0,0,0
2007,TR903,Giresun,,292632,292926,83.1,,,65.8,3,,1,,1,,,,,,,,74,26,1.21,120,60,98,37,56,41,3.12,7,6,0,1,1,1,0,2,1,0,1,4,0,0,1,0,0,0
2008,TR903,Giresun,,,,,,,,,,,,,,,,,,,,,,1.14,111,80,109,26,40,29,3.81,13,3,0,0,1,3,5,3,0,0,0,0,1,1,0,1,0,0
2009,TR903,Giresun,190535,,,,,82.9,,,,,,,,,,33,5,23,3,,,1.11,89,78,123,27,32,34,3.32,11,3,0,1,1,5,4,0,0,0,0,1,0,0,1,0,1,0
2010,TR903,Giresun,,,306396,,,,79.8,,,,,,,,,,,,,63.5,36.5,1.26,110,77,133,21,44,40,3.33,8,6,0,1,1,2,1,2,0,1,0,0,2,1,1,0,2,0
2011,TR903,Giresun,,309800,,85.2,,,,3,,1,,0,,,,,,,,,,1.17,88,85,129,23,36,34,1.91,6,2,1,0,0,1,2,0,1,1,0,0,0,1,0,1,0,0
2012,TR903,Giresun,,,,,,,,,,,,,,,,,,,,,,1.18,91,82,121,21,39,44,2.86,10,2,0,2,2,3,1,0,1,1,0,1,1,0,0,0,0,0
2013,TR903,Giresun,,,,,,,,,,,,,,,,,,,,,,1.14,87,75,145,11,43,32,3.32,13,1,0,1,2,2,8,0,0,0,0,1,0,0,0,0,0,0
2014,TR903,Giresun,196195,,,,,87,,,,,,,,,,24,2,19,2,,,1.18,109,78,133,11,52,33,3.51,11,4,0,3,4,3,0,1,0,0,0,0,3,1,0,0,0,0
2015,TR903,Giresun,,320954,,83.2,84.8,,,2,3,1,1,1,0,0,0,,,,,,,1.33,135,76,164,15,42,37,3.27,10,4,0,2,2,2,0,3,1,0,0,1,1,1,0,1,0,0
2016,TR903,Giresun,,,,,,,,,,,,,,,,,,,,,,1.15,118,69,134,15,49,29,2.3,7,3,0,1,2,1,1,1,1,0,0,0,1,0,0,1,1,0
2017,TR903,Giresun,,,327409,,,,83,,,,,,,,,,,,,61.7,38.3,1.31,128,85,177,7,52,37,3.63,14,2,0,3,3,5,0,2,0,1,0,2,0,0,0,0,0,0
2018,TR903,Giresun,,334305,,86.8,,,,3,,1,,0,,0,,,,,,,,1.3,102,83,198,10,55,30,2.24,8,2,0,1,3,1,0,1,2,0,0,0,2,0,0,0,0,0
2019,TR903,Giresun,212072,,,,,84,,,,,,,,,,24,5,13,4,,,1.59,145,113,210,18,66,49,2.66,6,6,0,1,1,0,2,1,1,0,0,1,1,2,1,0,1,0
2000,TR904,Rize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2001,TR904,Rize,,,,,,,,,,,,,,,,,,,,,,0.69,30,27,40,19,32,17,2.92,4,5,0,1,3,0,0,0,0,0,0,2,2,1,0,0,0,0
2002,TR904,Rize,,224185,,73.9,,,,3,,0,,,,,,,,,,,,0.85,60,35,62,10,33,32,2.26,4,3,0,1,2,1,0,0,0,0,0,1,2,0,0,0,0,0
2003,TR904,Rize,,,,,,,,,,,,,,,,,,,,,,0.72,36,29,50,6,22,25,4.51,6,8,0,0,3,0,2,1,0,0,0,4,1,0,0,1,2,0
