year,province,region,popi,gdpk,educ_hsch,educ_coll,prisons_total,prisons_closed,prisons_open,prisons_semiopen,prisons_juvenile,cr_educ_total,cr_educ_illiterate,cr_educ_litnoschool,cr_educ_primaryfour,cr_educ_primaryeight,cr_educ_juniorhs,cr_educ_hs,cr_educ_uni,cr_educ_unknown,cd_type_total,cr_type_total,cd_type_homicide,cr_type_homicide,cd_type_assault,cr_type_assault,cd_type_sexual,cr_type_sexual,cd_type_kidnapping,cr_type_kidnapping,cd_type_defamation,cr_type_defamation,cd_type_theft,cr_type_theft,cd_type_robbery,cr_type_robbery,cd_type_swindling,cr_type_swindling,cd_type_drugspc,cr_type_drugspc,cd_type_drugsuse,cr_type_drugsuse,cd_type_forgery,cr_type_forgery,cd_type_badtreatment,cr_type_badtreatment,cd_type_embezzlement,cr_type_embezzlement,cd_type_bribery,cr_type_bribery,cd_type_smuggling,cr_type_smuggling,cd_type_traffic,cr_type_traffic,cd_type_forestry,cr_type_forestry,cd_type_arms,cr_type_arms,cd_type_bankruptcy,cr_type_bankruptcy,cd_type_military,cr_type_military,cd_type_cheque,cr_type_cheque,cd_type_threat,cr_type_threat,cd_type_propertydamage,cr_type_propertydamage,cd_type_performanceprevention,cr_type_performanceprevention,cd_type_familyprotection,cr_type_familyprotection,cd_type_other,cr_type_other,cd_type_unknown,cr_type_unknown,loc_mayors,crude_divorce_rate100,divorce_byd_1_10,divorce_byd_11_15,divorce_byd_16,divorce_byd_below1,divorce_byd_1,divorce_byd_2,crude_suicide_rate1000,suicides_male_total,suicides_female_total,suicides_male_below15,suicides_male_15,suicides_male_25,suicides_male_35,suicides_male_45,suicides_male_55,suicides_male_65,suicides_male_75,suicides_female_below15,suicides_female_15,suicides_female_25,suicides_female_35,suicides_female_45,suicides_female_55,suicides_female_65,suicides_female_75,vs_akp,vs_chp,vs_mhp,vs_hdp,ms_akp,ms_chp,ms_mhp
2019,adiyaman,guneydogu,443356,3954,103703,60154,3,2,1,0,0,1251,17,42,118,224,364,291,190,5,1229,1251,38,50,175,139,12,30,8,5,21,15,208,189,35,39,42,46,83,131,87,69,33,34,0,0,0,0,0,0,32,27,36,32,1,1,36,35,30,26,15,10,0,0,60,52,13,14,20,12,20,17,224,278,0,0,23,1,130,97,133,24,67,46,3.52,21,1,0,6,5,2,3,3,2,0,0,1,0,0,0,0,0,0,,,,,.43478259,.26086956,.13043478
2000,afyonkarahisar,ege,812416,2149,106491,24494,12,10,2,0,0,1687,18,48,1366,0,135,100,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,1,3,1,3,1,1,1,0,0,5,1,0,1,1,0,1,,,,,,,
2001,afyonkarahisar,ege,775947.875,1548,103471.375,24365.5,12,10,2,0,0,2081,37,43,1641,0,215,124,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,334,180,224,80,118,122,2.73,12,7,1,1,3,3,1,2,1,0,0,5,0,0,1,1,0,0,,,,,,,
2002,afyonkarahisar,ege,739479.75,1769,100451.75,24237,12,10,2,0,0,1311,29,19,1014,0,134,102,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,330,186,214,66,140,134,2.86,12,8,0,2,6,2,0,0,1,1,1,2,4,1,0,0,0,0,6,1,7,11,,,
2003,afyonkarahisar,ege,703011.625,2379,97432.125,24108.5,12,10,2,0,0,1286,45,14,986,1,117,112,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,320,152,223,56,142,145,5.58,21,18,0,7,6,1,3,2,2,0,1,6,6,1,2,1,0,1,39,22,7,11,,,
2004,afyonkarahisar,ege,666543.5,3929,94412.5,23980,12,10,2,0,0,1010,30,22,725,7,125,85,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1.74,223,126,184,66,146,153,3.57,14,11,0,2,2,3,3,1,0,2,1,4,2,2,1,0,0,1,39,22,7,11,.5925926,.1388889,.083333336
2005,afyonkarahisar,ege,630075.375,4738,91392.875,23851.5,11,9,2,0,0,532,20,17,375,0,64,50,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,208,112,179,55,127,119,4,17,11,0,4,1,0,7,3,0,1,1,3,3,0,3,1,0,0,39,22,7,11,.66666669,.30769232,0
2006,afyonkarahisar,ege,593607.25,5120,88373.25,23723,11,9,2,0,0,1042,15,26,706,1,116,150,28,0,1051,1042,30,27,126,117,19,13,2,9,10,11,53,51,13,9,74,70,2,2,0,0,12,10,9,8,2,1,0,0,4,3,3,2,6,6,36,31,570,580,4,7,0,0,0,0,0,0,0,0,0,0,76,85,0,0,,1.35,194,81,156,54,119,106,4.85,27,7,0,6,5,6,3,3,3,1,1,3,0,1,0,1,0,1,39,22,7,11,.66666669,.30769232,0
2007,afyonkarahisar,ege,557139.125,6313,85353.625,23594.5,11,9,2,0,0,1744,24,32,970,59,293,314,52,0,1585,1744,34,52,96,109,11,13,4,8,10,15,30,42,7,13,112,119,3,10,1,0,13,20,2,2,1,2,1,0,0,3,23,20,8,7,17,19,1140,1198,8,11,0,0,0,0,0,0,0,0,0,0,64,81,0,0,,1.3,213,96,161,49,100,85,2.42,14,3,0,2,3,1,3,1,1,2,0,0,2,0,1,0,0,0,5,1,1,11,.66666669,.30769232,0
2008,afyonkarahisar,ege,520671,7269,82334,23466,7,5,2,0,0,1138,20,18,750,70,130,122,28,0,1047,1138,31,66,109,113,10,21,4,10,13,16,29,43,9,17,98,94,5,10,2,0,14,13,1,1,3,2,0,0,7,6,7,8,9,8,17,25,616,605,3,1,0,0,0,0,0,0,0,0,0,0,60,79,0,0,,1.33,200,101,152,39,101,93,5.43,29,9,0,4,5,4,3,3,1,1,0,4,2,1,1,0,0,0,46,29,7,11,.66666669,.30769232,0
2009,afyonkarahisar,ege,524933,6169,83842,30655,6,5,1,0,0,1123,22,20,569,91,150,184,36,51,1055,1123,27,18,65,77,7,4,4,5,15,13,36,34,15,15,82,91,3,3,1,0,7,4,1,1,2,1,0,0,2,4,10,12,1,1,7,6,660,722,5,5,0,0,0,0,0,0,0,0,0,0,105,106,0,1,107,1.37,229,121,167,31,112,75,3.86,22,5,0,6,2,2,5,2,2,3,1,3,0,1,0,0,0,0,46,29,7,11,.51401871,.14018692,.28037384
2010,afyonkarahisar,ege,523304,7458,89367,31159,6,5,1,0,0,1229,7,40,396,306,172,243,43,22,1090,1229,37,63,72,87,6,10,7,14,7,10,22,48,10,24,43,46,4,1,3,5,11,28,1,1,2,1,0,0,0,1,6,7,1,1,14,18,783,796,4,5,0,0,0,0,0,0,0,0,0,0,56,63,1,0,,1.62,261,146,200,53,123,85,4.29,17,13,0,3,7,2,3,0,1,1,3,5,1,1,1,2,0,0,46,29,7,11,.64102566,.35897437,0
2011,afyonkarahisar,ege,526565,7666,92711,37334,6,5,1,0,0,1206,14,38,425,287,123,236,53,30,1078,1206,25,44,77,114,7,15,8,17,10,15,39,40,14,27,4,6,9,2,4,4,21,28,1,1,0,0,0,0,2,3,6,7,1,1,15,18,713,734,3,1,56,58,0,0,0,0,0,0,0,0,63,71,0,0,,1.45,207,135,201,48,111,77,4.58,21,11,1,4,1,5,4,2,1,3,1,3,1,1,1,3,0,0,3,1,1,11,.64102566,.35897437,0
2012,afyonkarahisar,ege,533797,7834,100308,39743,5,3,2,0,0,1667,13,62,524,472,167,324,65,40,1461,1667,56,118,175,210,19,51,26,26,16,19,61,80,47,46,10,22,4,11,4,5,52,41,0,0,1,9,1,0,0,1,10,14,0,2,27,32,813,813,2,3,16,7,0,0,0,0,0,0,0,0,121,157,0,0,,1.32,217,132,178,29,83,86,3.99,21,7,0,4,2,5,5,3,0,1,0,1,1,3,1,1,0,0,39,28,10,11,.64102566,.35897437,0
2013,afyonkarahisar,ege,538632,8357,97988,45137,5,4,1,0,0,1886,17,73,556,610,179,359,65,27,1848,1886,88,105,379,335,31,69,28,48,53,43,134,160,35,53,28,34,8,24,8,4,55,58,0,0,13,9,1,3,20,22,20,17,4,2,84,74,516,498,0,0,0,0,80,70,32,31,13,12,56,51,162,164,0,0,,1.29,223,106,170,33,83,87,5.67,29,11,1,6,5,9,4,0,2,2,1,2,4,1,1,1,0,1,39,28,10,11,.64102566,.35897437,0
2014,afyonkarahisar,ege,540712,8331,99609,49439,5,4,1,0,0,1716,13,92,454,518,201,348,46,44,1365,1716,71,132,258,254,49,99,39,61,47,47,122,212,38,80,29,53,20,43,6,11,54,70,0,0,7,4,0,1,12,11,28,26,5,5,44,35,246,231,0,0,0,0,83,101,33,32,11,8,30,31,133,169,0,0,58,1.37,205,127,197,40,113,76,4.24,20,10,0,8,6,1,4,1,0,0,0,4,1,0,2,2,1,0,39,28,10,11,.63793105,.068965517,.24137931
2015,afyonkarahisar,ege,544405,7580,103121,54580,6,4,2,0,0,1655,12,69,368,534,203,372,78,19,1321,1655,75,113,224,240,37,72,36,41,23,23,153,240,26,78,32,48,31,63,16,15,45,51,0,0,3,4,1,1,27,27,41,40,1,1,25,23,225,236,1,1,0,0,80,96,20,29,17,19,39,37,143,157,0,0,,1.39,212,136,224,41,96,75,5.37,25,13,0,4,5,6,2,5,1,2,2,5,0,0,1,1,2,2,3,1,1,0,.61538464,.35897437,.025641026
2016,afyonkarahisar,ege,548549,7533,111319,59222,5,4,1,0,0,1849,29,71,428,641,216,356,102,6,2053,1849,99,100,308,237,43,56,95,72,34,26,256,261,114,77,83,65,28,76,18,19,77,65,0,0,0,5,0,2,26,29,46,46,0,2,25,22,310,283,0,1,0,0,147,127,35,28,23,16,34,35,252,199,0,0,,1.37,204,149,210,37,111,79,6.18,33,11,0,5,4,5,11,4,1,3,0,4,3,0,2,0,1,1,43,27,8,12,.61538464,.35897437,.025641026
2017,afyonkarahisar,ege,549871,7105,109781,60304,6,4,2,0,0,2235,18,71,428,834,285,479,110,10,2036,2235,62,91,350,362,46,74,63,69,55,54,251,302,58,87,79,94,48,64,22,18,82,93,1,1,3,0,4,3,44,44,50,49,4,4,44,44,295,293,2,2,0,0,123,129,16,17,30,30,43,44,261,267,0,0,,1.33,200,152,215,40,106,75,5.59,33,7,1,10,7,5,0,3,4,3,0,2,1,3,0,0,1,0,43,27,8,12,.61538464,.35897437,.025641026
2018,afyonkarahisar,ege,557333,6661,118642,63534,9,4,5,0,0,2828,9,75,438,1059,403,619,219,6,2200,2828,56,115,404,423,53,70,55,61,64,55,246,375,54,124,89,107,42,101,20,30,69,82,1,2,6,7,1,2,62,79,91,95,7,7,45,45,255,267,19,22,0,0,168,189,23,26,27,38,37,39,306,467,0,0,,1.51,224,160,262,54,122,86,4.02,23,6,1,7,3,5,3,2,0,2,0,2,1,2,0,1,0,0,3,1,1,0,.61538464,.35897437,.025641026
2019,afyonkarahisar,ege,561778,6359,121874,66267,9,5,4,0,0,3218,17,84,431,630,1000,710,330,16,3286,3218,103,142,504,448,75,65,49,47,74,58,349,413,87,103,140,111,60,118,68,50,74,70,3,1,3,3,2,1,66,48,144,120,4,4,47,29,358,338,40,28,0,0,334,264,40,38,73,60,17,15,572,644,0,0,59,1.66,264,192,276,42,115,92,5.36,25,14,3,5,3,5,3,5,1,0,0,4,3,2,1,1,1,2,,,,,.57627118,.06779661,.28813559
2000,agri,dogu,528744,1088,36860,7324,7,7,0,0,0,637,25,61,451,0,42,53,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,2,4,1,3,0,0,0,0,2,2,0,2,0,0,0,0,,,,,,,
2001,agri,dogu,501722.25,772,35699.5,7084,7,7,0,0,0,633,22,90,403,0,59,53,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.16,16,10,8,2,6,11,2.69,9,5,0,3,5,1,0,0,0,0,0,5,0,0,0,0,0,0,,,,,,,
2002,agri,dogu,474700.5,907,34539,6844,6,6,0,0,0,455,29,36,282,0,44,55,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.15,21,8,11,6,3,7,10.53,20,35,4,14,2,0,0,0,0,0,5,20,8,2,0,0,0,0,3,2,7,11,,,
2003,agri,dogu,447678.75,1248,33378.5,6604,5,5,0,0,0,552,32,28,342,1,76,67,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.17,20,8,10,2,5,9,2.86,9,6,0,4,3,1,0,0,0,1,1,3,1,0,0,1,0,0,39,22,7,11,,,
2004,agri,dogu,420657,1931,32218,6364,5,5,0,0,0,442,23,28,290,0,52,40,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,.19,23,5,16,5,10,10,6.47,14,20,4,5,2,1,0,0,2,0,5,9,1,2,1,1,0,0,39,22,7,11,.41666666,.083333336,0
2005,agri,dogu,393635.25,2347,31057.5,6124,4,4,0,0,0,285,23,26,171,2,22,37,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.19,33,9,14,3,10,6,5.5,13,16,0,4,6,1,1,0,0,0,3,11,2,0,0,0,0,0,39,22,7,11,.66666669,.30769232,0
2006,agri,dogu,366613.5,2338,29897,5884,4,4,0,0,0,424,16,24,286,9,29,53,7,0,434,424,18,9,26,17,3,3,1,1,1,5,13,15,0,2,12,15,3,18,2,1,3,2,0,0,1,0,0,0,75,47,0,1,0,0,38,28,30,31,169,159,0,0,0,0,0,0,0,0,0,0,39,70,0,0,,.2,20,6,12,5,11,11,4.54,11,13,1,2,4,0,3,0,0,0,0,6,2,1,3,0,0,0,39,22,7,11,.66666669,.30769232,0
2007,agri,dogu,339591.75,2817,28736.5,5644,4,4,0,0,0,793,55,68,395,136,46,82,11,0,738,793,6,17,49,65,2,1,0,1,3,4,26,35,0,4,19,18,7,12,0,0,10,9,3,3,0,1,0,1,103,84,0,0,1,0,35,27,178,180,255,253,0,0,0,0,0,0,0,0,0,0,41,78,0,0,,.24,26,11,10,6,14,20,4.34,12,11,4,2,1,2,1,1,0,0,1,7,1,0,0,0,0,1,5,0,0,11,.66666669,.30769232,0
2008,agri,dogu,312570,3066,27576,5404,4,4,0,0,0,370,28,27,188,63,24,38,2,0,386,370,17,24,36,37,0,1,1,1,5,7,24,23,0,2,31,38,7,11,1,0,5,3,2,2,0,1,1,0,47,29,1,1,0,0,11,12,25,23,116,74,0,0,0,0,0,0,0,0,0,0,56,81,0,0,,.21,27,14,15,9,11,10,3.95,7,14,0,1,1,4,0,0,1,0,3,6,4,0,0,0,0,0,46,29,7,11,.66666669,.30769232,0
2009,agri,dogu,316402,2726,30167,8168,3,3,0,0,0,343,13,23,103,97,9,60,6,32,328,343,20,9,23,27,0,1,0,0,3,2,21,22,3,0,8,10,6,4,0,0,1,0,0,0,1,0,0,0,39,43,0,0,0,0,6,5,5,6,153,176,0,0,0,0,0,0,0,0,0,0,36,35,3,3,12,.22,25,14,11,7,14,13,3.93,8,13,4,3,0,0,1,0,0,0,4,5,1,1,1,0,1,0,46,29,7,11,.5,0,0
2010,agri,dogu,320705,3781,33900,9123,3,3,0,0,0,559,9,52,89,188,17,124,14,66,523,559,11,17,22,23,4,5,1,0,3,3,17,16,1,4,4,7,8,12,0,0,1,2,0,0,0,0,2,0,23,23,0,0,0,0,7,12,12,12,357,369,0,0,0,0,0,0,0,0,0,0,50,54,0,0,,.21,25,12,14,7,18,10,4.45,12,12,2,7,1,2,0,0,0,0,3,8,0,1,0,0,0,0,46,29,7,11,.64102566,.35897437,0
2011,agri,dogu,334253,3645,40506,14373,3,3,0,0,0,311,7,29,86,80,17,39,7,46,217,311,8,26,16,34,2,2,1,1,0,0,16,26,1,2,2,0,8,16,0,1,6,8,0,0,0,0,1,0,15,12,0,0,0,0,4,17,1,1,100,117,2,1,0,0,0,0,0,0,0,0,34,47,0,0,,.28,38,11,20,3,24,13,4.37,12,12,1,8,1,1,0,0,0,0,1,7,2,0,2,0,0,0,3,0,0,11,.64102566,.35897437,0
2012,agri,dogu,333247,3931,39175,15624,3,3,0,0,0,454,8,54,91,154,24,65,5,53,403,454,29,46,53,60,3,13,2,0,4,6,32,29,2,12,3,5,50,38,1,1,8,9,0,0,0,2,0,0,19,26,0,0,0,0,30,20,8,8,97,110,1,1,0,0,0,0,0,0,0,0,61,68,0,0,,.29,30,23,21,6,20,15,3.61,9,11,0,5,2,0,0,1,0,0,3,7,1,0,0,0,0,0,39,28,10,11,.64102566,.35897437,0
2013,agri,dogu,334980,4111,39296,18341,3,3,0,0,0,825,25,106,217,177,70,120,25,85,702,825,41,70,134,129,11,16,5,17,15,13,50,76,8,19,20,18,39,97,4,3,24,34,0,0,2,0,0,0,73,69,0,0,0,0,31,26,2,2,33,9,0,0,19,23,15,9,18,23,23,23,135,149,0,0,,.35,51,28,26,4,25,18,4.53,12,13,1,6,3,2,0,0,0,0,1,7,2,2,1,0,0,0,39,28,10,11,.64102566,.35897437,0
2014,agri,dogu,338709,3880,40830,21569,3,3,0,0,0,756,11,104,201,162,65,133,14,66,574,756,37,62,91,100,12,13,7,10,5,6,57,78,7,25,18,34,67,69,3,5,23,32,0,0,2,4,1,2,59,64,0,0,0,0,18,23,3,2,7,3,0,0,29,38,6,5,18,16,20,21,84,144,0,0,12,.39,52,24,17,4,28,30,3.27,8,10,3,3,2,0,0,0,0,0,1,5,1,0,1,1,0,0,39,28,10,11,.66666669,0,0
2015,agri,dogu,341618,3559,41860,25026,3,3,0,0,0,736,15,91,196,176,64,128,15,51,590,736,26,46,99,112,8,13,10,13,6,8,60,86,7,33,32,30,36,58,3,3,21,17,1,1,1,1,1,0,44,53,0,0,0,0,12,20,4,5,2,2,0,0,36,34,5,5,5,6,28,27,143,163,0,0,,.36,58,18,27,8,26,18,5.47,14,16,0,9,1,1,1,1,0,1,3,6,4,1,1,1,0,0,0,0,0,4,.61538464,.35897437,.025641026
2016,agri,dogu,341751,3679,43746,26473,5,4,1,0,0,871,32,114,259,212,77,141,34,2,951,871,28,49,142,110,6,22,17,6,14,13,105,83,39,45,60,51,58,64,2,1,50,42,0,1,0,1,0,1,74,62,1,1,0,0,49,31,2,1,0,5,0,0,42,38,11,13,12,10,33,34,206,187,0,0,,.35,55,22,27,5,22,20,5.32,22,7,4,10,4,1,0,1,2,0,1,5,1,0,0,0,0,0,43,27,8,12,.61538464,.35897437,.025641026
2017,agri,dogu,341378,3498,44387,26991,5,4,1,0,0,1000,21,114,263,301,93,163,29,16,850,1000,40,46,134,128,7,12,11,10,17,19,110,125,34,55,22,23,40,55,21,23,33,35,1,1,0,1,2,2,102,123,3,3,0,0,28,28,4,4,5,5,0,0,32,34,11,9,18,17,30,30,145,212,0,0,,.32,30,12,19,3,37,21,5.19,20,8,2,9,6,1,0,0,1,1,0,3,2,2,1,0,0,0,43,27,8,12,.61538464,.35897437,.025641026
2018,agri,dogu,347752,2998,49207,29596,5,4,1,0,0,1343,36,132,273,411,191,219,49,32,998,1343,30,71,155,156,4,23,7,10,19,18,100,143,32,55,23,23,46,111,22,27,30,29,0,0,2,2,2,2,157,202,11,11,0,0,27,27,9,8,35,37,0,0,41,43,10,8,12,10,40,38,183,289,1,0,,.47,66,34,38,3,27,27,3.72,12,8,1,5,1,2,2,0,1,0,1,3,1,3,0,0,0,0,1,0,0,3,.61538464,.35897437,.025641026
2019,agri,dogu,347376,2946,58552,31268,5,4,1,0,0,1526,38,138,271,237,453,268,104,17,1532,1526,32,92,173,137,9,24,8,15,22,15,161,157,36,51,26,27,93,103,21,20,21,17,0,1,3,1,2,2,272,229,17,18,0,0,30,29,20,18,84,75,0,0,67,63,9,12,34,29,47,37,343,354,2,0,12,.48,67,34,35,4,32,28,2.6,10,4,1,1,3,1,0,2,2,0,0,1,2,0,1,0,0,0,,,,,.33333334,0,0
2000,aksaray,icanadolu,396084,3079,13580,10343,1,1,0,0,0,359,19,10,279,0,25,20,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,3,0,0,2,0,1,0,0,4,1,1,0,0,0,0,,,,,,,
2001,aksaray,icanadolu,379500.875,2159,16281.75,10433.125,1,1,0,0,0,459,8,13,396,0,24,16,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,248,119,102,41,103,92,3.12,5,6,0,3,0,1,0,0,0,1,0,4,1,0,0,0,0,1,,,,,,,
2002,aksaray,icanadolu,362917.75,2441,18983.5,10523.25,1,1,0,0,0,486,13,11,377,0,53,27,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,289,139,119,36,94,86,3.1,6,5,0,1,3,0,2,0,0,0,0,2,0,1,1,1,0,0,4,0,7,11,,,
2003,aksaray,icanadolu,346334.625,3271,21685.25,10613.375,1,1,0,0,0,489,24,9,362,0,55,36,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,211,114,134,57,82,94,2.8,5,5,0,2,0,1,1,0,0,1,1,3,1,0,0,0,0,0,39,22,7,11,,,
2004,aksaray,icanadolu,329751.5,3488,24387,10703.5,1,1,0,0,0,564,23,9,408,1,67,50,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2.06,177,82,103,29,71,86,3.9,8,6,0,3,0,4,0,1,0,0,0,4,0,0,2,0,0,0,39,22,7,11,.64583331,.0625,.16666667
2005,aksaray,icanadolu,313168.375,4373,27088.75,10793.625,1,1,0,0,0,295,19,3,216,0,30,26,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,196,93,106,43,66,86,1.94,6,1,0,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,39,22,7,11,.66666669,.30769232,0
2006,aksaray,icanadolu,296585.25,4636,29790.5,10883.75,1,1,0,0,0,322,10,9,228,4,30,34,7,0,306,322,19,17,52,47,6,11,5,1,1,5,38,36,9,7,14,16,1,7,0,0,5,4,1,0,1,2,1,0,0,1,6,5,0,0,12,13,97,103,1,2,0,0,0,0,0,0,0,0,0,0,37,45,0,0,,2.24,200,97,119,40,75,81,2.75,6,4,1,1,1,2,0,0,0,0,0,0,2,2,0,0,0,0,39,22,7,11,.66666669,.30769232,0
2007,aksaray,icanadolu,280002.125,5791,32492.25,10973.875,1,1,0,0,0,556,13,9,411,37,39,38,9,0,447,556,9,16,58,69,10,12,3,6,11,15,25,31,4,6,19,23,3,11,0,0,8,16,0,0,2,0,0,0,3,4,27,29,0,0,12,22,192,226,5,15,0,0,0,0,0,0,0,0,0,0,56,55,0,0,,1.96,158,85,85,38,76,88,3.56,11,2,0,1,6,1,0,1,0,1,0,1,0,1,0,0,0,0,3,0,1,11,.66666669,.30769232,0
2008,aksaray,icanadolu,263419,6586,35194,11064,1,1,0,0,0,383,8,3,258,54,29,27,4,0,377,383,18,21,66,76,10,10,2,5,6,7,26,40,4,11,37,24,9,8,2,0,10,12,0,1,0,0,0,0,3,3,11,10,0,0,8,6,128,117,3,0,0,0,0,0,0,0,0,0,0,0,34,32,0,0,,2.68,234,103,142,61,93,96,4.34,15,1,1,5,4,2,2,0,1,0,0,1,0,0,0,0,0,0,46,29,7,11,.66666669,.30769232,0
2009,aksaray,icanadolu,267337,5702,37090,13627,2,2,0,0,0,266,13,11,127,35,19,34,8,19,277,266,14,8,40,41,6,4,3,1,3,4,20,16,2,3,27,28,2,3,3,4,8,2,0,0,0,0,0,1,3,3,6,4,0,0,5,2,107,113,2,2,0,0,0,0,0,0,0,0,0,0,26,27,0,0,46,2.66,238,114,130,66,110,76,4.55,12,5,0,0,3,2,4,0,1,1,2,2,0,1,0,0,0,0,46,29,7,11,.63043481,.065217391,.26086956
2010,aksaray,icanadolu,267823,7007,40194,14417,1,1,0,0,0,347,1,6,113,92,42,66,17,10,332,347,14,18,49,59,4,3,6,7,7,7,16,15,6,6,16,22,3,2,2,3,2,5,0,0,0,1,1,0,1,0,6,7,0,0,0,5,151,148,5,5,0,0,0,0,0,0,0,0,0,0,43,34,0,0,,2.38,195,116,128,70,80,79,3.98,10,5,0,1,3,2,4,0,0,0,0,1,1,1,1,1,0,0,46,29,7,11,.64102566,.35897437,0
2011,aksaray,icanadolu,270286,7288,43646,17531,2,2,0,0,0,350,3,11,109,89,37,79,12,10,314,350,9,13,27,37,5,4,3,7,2,4,12,15,2,9,7,3,2,2,3,2,5,6,1,1,0,0,0,0,0,1,4,4,0,0,3,8,183,186,3,2,13,13,0,0,0,0,0,0,0,0,30,33,0,0,,2.05,138,99,120,68,79,72,3.17,10,2,0,0,7,1,1,0,0,1,0,0,0,0,1,0,0,1,3,0,0,11,.64102566,.35897437,0
2012,aksaray,icanadolu,273269,7375,44999,18939,1,1,0,0,0,509,5,27,161,146,46,85,17,22,401,509,20,32,45,57,4,9,3,8,5,5,38,53,4,24,6,6,6,12,3,4,16,25,0,0,1,0,0,0,6,7,1,2,0,0,11,10,176,175,0,0,2,1,0,0,0,0,0,0,0,0,54,79,0,0,,2.02,170,96,113,57,75,81,3.16,10,2,0,2,3,3,0,2,0,0,0,1,0,0,0,0,0,1,39,28,10,11,.64102566,.35897437,0
2013,aksaray,icanadolu,276226,7978,44869,21506,2,2,0,0,0,715,6,23,241,243,56,96,23,27,648,715,21,34,120,121,12,22,14,17,10,12,59,76,20,30,10,8,20,51,8,9,33,21,0,0,0,1,1,1,7,5,3,2,0,0,32,29,114,110,0,0,0,0,31,33,22,16,10,9,35,33,66,75,0,0,,1.92,155,76,112,54,88,66,3.93,10,5,0,3,4,1,2,0,0,0,0,2,0,0,1,1,1,0,39,28,10,11,.64102566,.35897437,0
2014,aksaray,icanadolu,278554,8335,46236,23636,2,2,0,0,0,861,6,51,213,275,104,151,28,33,645,861,23,59,120,116,13,25,18,17,15,11,87,136,13,39,10,17,30,66,16,14,23,34,0,0,1,7,0,0,15,29,2,3,0,0,20,20,74,74,1,0,0,0,27,32,11,13,9,11,47,47,70,91,0,0,22,2.01,168,100,113,64,89,74,1.3,5,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,39,28,10,11,.63636363,.13636364,.22727273
2015,aksaray,icanadolu,280416,7817,47879,26269,1,1,0,0,0,756,5,36,199,252,78,134,30,22,601,756,29,27,99,111,12,25,17,21,13,14,75,118,15,41,6,9,41,85,15,17,21,23,0,0,4,1,0,1,25,20,7,6,0,0,22,17,58,57,1,1,0,0,37,44,5,6,5,4,36,35,58,73,0,0,,2.08,181,91,130,67,90,79,2.85,5,6,0,3,2,0,0,0,0,0,1,2,0,2,1,0,0,0,2,0,1,0,.61538464,.35897437,.025641026
2016,aksaray,icanadolu,288698,7499,54377,29145,1,1,0,0,0,856,10,28,231,286,95,175,25,6,885,856,33,45,127,92,19,25,34,24,22,20,121,120,46,46,19,22,57,100,13,9,38,33,0,0,0,0,0,1,22,18,15,15,0,0,18,16,72,66,0,1,0,0,65,63,10,9,9,11,33,33,112,87,0,0,,2.08,183,84,161,81,77,72,3.06,9,3,1,1,1,1,5,0,0,0,0,1,1,0,1,0,0,0,43,27,8,12,.61538464,.35897437,.025641026
